code,date,mcap,circ_mcap,pe,pb
601106.SH,2016-04-30,353.7058,353.7058,-19.3793,2.4254
601106.SH,2016-03-31,405.356,405.356,-107.5846,2.5793
601106.SH,2016-02-29,347.1678,347.1678,-92.141,2.209
601106.SH,2016-01-31,354.3596,354.3596,-94.0497,2.2548
601088.SH,2020-12-31,3387.6519,2970.0359,9.0175,1.0001
601088.SH,2020-11-30,3667.606,3235.5416,9.8236,1.0895
601088.SH,2020-10-31,3140.6985,2745.7578,8.3366,0.9246
601088.SH,2020-09-30,3131.1839,2716.074,8.2587,0.9429
601088.SH,2020-08-31,3054.242,2664.9517,8.1033,0.9251
601088.SH,2020-07-31,2923.8122,2528.0761,7.5342,0.905
601088.SH,2020-06-30,2744.3665,2368.1131,7.0574,0.8477
601088.SH,2020-05-31,3143.9192,2701.232,8.0502,0.9
601088.SH,2020-04-30,3056.7177,2627.0223,7.8291,0.8753
601088.SH,2020-03-31,3136.4846,2678.1446,7.4684,0.9178
601088.SH,2020-02-29,3051.4899,2638.5661,6.967,0.9173
601088.SH,2020-01-31,3263.3499,2849.6514,7.5244,0.9907
601088.SH,2019-12-31,3505.2399,3009.6144,7.9468,1.0463
601088.SH,2019-11-30,3300.7901,2838.1076,7.4939,0.9867
601088.SH,2019-10-31,3528.5135,3040.9474,8.0295,1.0572
601088.SH,2019-09-30,3579.5353,3097.0169,8.2761,1.177
601088.SH,2019-08-31,3552.5001,3082.175,8.2365,1.1713
601088.SH,2019-07-31,3634.401,3167.9284,8.5246,1.2039
601088.SH,2019-06-30,3849.9716,3360.8735,9.0438,1.1897
601088.SH,2019-05-31,3513.737,3032.7019,8.1607,1.0735
601088.SH,2019-04-30,3752.6227,3247.0854,8.7376,1.1494
601088.SH,2019-03-31,3755.7259,3233.8925,8.8913,1.19
601088.SH,2019-02-28,3931.5588,3370.7682,9.1019,1.2668
601088.SH,2019-01-31,3845.2295,3270.1728,8.8302,1.229
601088.SH,2018-12-31,3472.7874,2961.7904,7.9975,1.1131
601088.SH,2018-11-30,3617.5399,3093.7187,8.3538,1.1627
601088.SH,2018-10-31,3840.6153,3304.804,8.9237,1.242
601088.SH,2018-09-30,3897.2388,3362.5226,9.2805,1.316
601088.SH,2018-08-31,3566.3238,3049.1929,8.4157,1.1934
601088.SH,2018-07-31,3555.1593,3032.7019,8.2316,1.2376
601088.SH,2018-06-30,3821.8402,3288.313,8.9254,1.2645
601088.SH,2018-05-31,3933.7596,3364.1717,9.1313,1.2936
601088.SH,2018-04-30,3987.5064,3453.2233,9.373,1.3279
601088.SH,2018-03-31,3970.8732,3438.3814,9.208,1.3755
601088.SH,2018-02-28,4595.6705,3984.2348,11.7049,1.6443
601088.SH,2018-01-31,5022.2464,4351.9849,12.7853,1.7961
601088.SH,2017-12-31,4396.2576,3820.9735,11.2253,1.5769
601088.SH,2017-11-30,4477.3304,3924.867,11.5305,1.6198
601088.SH,2017-10-31,3964.4709,3425.1886,10.0625,1.4136
601088.SH,2017-09-30,3983.394,3453.2233,11.1962,1.4876
601088.SH,2017-08-31,3763.7642,3186.0685,10.33,1.3725
601088.SH,2017-07-31,3755.8867,3186.0685,12.6654,1.4417
601088.SH,2017-06-30,4188.5098,3675.8524,14.6124,1.3615
601088.SH,2017-05-31,4100.509,3532.3803,14.042,1.3084
601088.SH,2017-04-30,3756.928,3210.8051,12.7637,1.1893
601088.SH,2017-03-31,3736.9728,3192.6649,16.9542,1.2328
601088.SH,2017-02-28,3282.4812,2793.5818,19.9414,1.1018
601088.SH,2017-01-31,3336.76,2839.7567,20.271,1.1201
601088.SH,2016-12-31,3112.0996,2668.2499,19.0468,1.0524
601088.SH,2016-11-30,3276.5813,2791.9327,19.9296,1.1012
601088.SH,2016-10-31,3263.7927,2785.3363,19.8826,1.0986
601088.SH,2016-09-30,2950.2311,2506.6378,21.223,1.0156
601088.SH,2016-08-31,2882.2758,2473.6557,20.9438,1.0022
601088.SH,2016-07-31,2849.4882,2417.5862,19.3601,0.9792
601088.SH,2016-06-30,2734.4945,2320.289,18.5809,0.9398
601088.SH,2016-05-31,2655.6561,2300.4998,18.4224,0.9318
601088.SH,2016-04-30,2808.6134,2437.3754,19.5185,0.9872
601088.SH,2016-03-31,2664.1279,2318.6399,17.3221,0.9551
601088.SH,2016-02-29,2560.1639,2247.7285,16.7913,0.925
601088.SH,2016-01-31,2541.8873,2209.7991,16.508,0.9094
601111.SH,2020-12-31,980.412,746.1637,-10.3953,1.3373
601111.SH,2020-11-30,1027.8037,785.016,-10.9366,1.4069
601111.SH,2020-10-31,874.2713,676.4288,-9.4238,1.2123
601111.SH,2020-09-30,909.5877,706.3151,-16.6852,1.2435
601111.SH,2020-08-31,937.9311,722.2546,-17.0617,1.2716
601111.SH,2020-07-31,878.2065,680.4136,-88.6189,1.1132
601111.SH,2020-06-30,851.0464,658.4969,-85.7645,1.0773
601111.SH,2020-05-31,839.2985,644.5499,-83.948,1.0545
601111.SH,2020-04-30,954.0875,722.2546,-94.0684,1.1816
601111.SH,2020-03-31,856.981,648.5348,13.2044,1.0075
601111.SH,2020-02-29,1000.2639,704.8695,15.1313,1.1546
601111.SH,2020-01-31,1082.1947,779.5139,16.7336,1.2768
601111.SH,2019-12-31,1288.625,915.5745,19.6544,1.4997
601111.SH,2019-11-30,1133.5337,798.4112,17.1393,1.3078
601111.SH,2019-10-31,1111.8453,784.2382,16.8351,1.2846
601111.SH,2019-09-30,1080.946,755.8922,16.5826,1.318
601111.SH,2019-08-31,1065.8663,745.4987,16.3546,1.2999
601111.SH,2019-07-31,1200.722,845.6544,17.494,1.4745
601111.SH,2019-06-30,1269.6485,904.2361,18.7059,1.5466
601111.SH,2019-05-31,1134.41,799.356,16.5363,1.3672
601111.SH,2019-04-30,1377.1203,959.0383,19.8396,1.6403
601111.SH,2019-03-31,1457.9705,1024.234,21.4616,1.6891
601111.SH,2019-02-28,1314.0306,933.5269,24.3262,1.5277
601111.SH,2019-01-31,1121.2435,775.7344,20.2143,1.2695
601111.SH,2018-12-31,1033.7584,721.8771,18.8109,1.1814
601111.SH,2018-11-30,1121.2057,772.8998,20.1405,1.2649
601111.SH,2018-10-31,1002.7363,708.649,18.4662,1.1597
601111.SH,2018-09-30,1115.4427,770.0652,16.035,1.3224
601111.SH,2018-08-31,1066.0441,734.1603,15.2874,1.2607
601111.SH,2018-07-31,1058.1781,732.2706,13.3975,1.2755
601111.SH,2018-06-30,1177.2208,839.9853,15.3682,1.4631
601111.SH,2018-05-31,1434.9075,1039.3518,19.0158,1.8104
601111.SH,2018-04-30,1552.8546,1106.4373,20.2432,1.9272
601111.SH,2018-03-31,1547.1197,1119.6654,23.7723,1.9986
601111.SH,2018-02-28,1816.2722,1176.8975,25.5012,2.3428
601111.SH,2018-01-31,1737.7614,1124.9129,24.3748,2.2393
601111.SH,2017-12-31,1588.9011,1049.9187,22.7498,2.09
601111.SH,2017-11-30,1433.1641,949.3583,20.5708,1.8899
601111.SH,2017-10-31,1233.9965,808.7442,17.524,1.6099
601111.SH,2017-09-30,1120.2976,743.1243,18.9526,1.5614
601111.SH,2017-08-31,1191.3792,789.9957,20.148,1.6599
601111.SH,2017-07-31,1158.1893,753.3508,21.9669,1.5776
601111.SH,2017-06-30,1290.0914,830.9016,24.2282,1.74
601111.SH,2017-05-31,1309.9296,865.8421,25.2471,1.8132
601111.SH,2017-04-30,1164.1141,757.6118,22.0912,1.5865
601111.SH,2017-03-31,1080.6501,706.4794,17.671,1.5037
601111.SH,2017-02-28,915.3367,673.2433,13.3895,1.5404
601111.SH,2017-01-31,871.8821,645.9727,12.8471,1.478
601111.SH,2016-12-31,815.6165,613.5889,12.203,1.4039
601111.SH,2016-11-30,893.0383,677.5044,13.4742,1.5502
601111.SH,2016-10-31,833.6028,630.633,12.542,1.4429
601111.SH,2016-09-30,821.6639,616.9977,15.0514,1.4993
601111.SH,2016-08-31,861.6333,635.7462,15.5087,1.5448
601111.SH,2016-07-31,935.9368,703.9228,14.3455,1.7493
601111.SH,2016-06-30,782.77,576.0918,11.7404,1.4316
601111.SH,2016-05-31,793.4452,594.8403,12.1225,1.4697
601111.SH,2016-04-30,804.4793,580.3528,11.8272,1.434
601111.SH,2016-03-31,794.0961,584.6138,13.2509,1.5005
601111.SH,2016-02-29,700.3315,523.255,11.6336,1.3073
601111.SH,2016-01-31,742.4507,538.9039,12.2589,1.3776
601117.SH,2020-12-31,289.5671,289.5671,8.5413,0.8547
601117.SH,2020-11-30,320.1517,320.1517,9.4434,0.9449
601117.SH,2020-10-31,260.9557,260.9557,7.6973,0.7702
601117.SH,2020-09-30,265.3954,265.3954,9.1382,0.8131
601117.SH,2020-08-31,289.0738,289.0738,9.9535,0.8857
601117.SH,2020-07-31,284.1408,284.1408,9.5721,0.8708
601117.SH,2020-06-30,270.3284,270.3284,9.1068,0.8285
601117.SH,2020-05-31,274.2748,274.2748,9.2397,0.8406
601117.SH,2020-04-30,304.3661,304.3661,10.2534,0.9328
601117.SH,2020-03-31,294.5001,294.5001,10.7026,0.9302
601117.SH,2020-02-29,342.8435,342.8435,12.4595,1.0829
601117.SH,2020-01-31,346.2966,346.2966,12.585,1.0939
601117.SH,2019-12-31,317.6852,317.6852,11.5452,1.0035
601117.SH,2019-11-30,307.3259,307.3259,11.1687,0.9708
601117.SH,2019-10-31,294.9934,294.9934,10.7206,0.9318
601117.SH,2019-09-30,286.114,286.114,11.6798,0.9298
601117.SH,2019-08-31,272.7949,272.7949,11.1361,0.8865
601117.SH,2019-07-31,286.6073,286.6073,13.304,0.8717
601117.SH,2019-06-30,296.9666,296.9666,13.7849,0.9033
601117.SH,2019-05-31,299.4331,299.4331,13.8994,0.9829
601117.SH,2019-04-30,306.3393,306.3393,14.2199,1.0055
601117.SH,2019-03-31,319.1651,319.1651,16.8826,1.0797
601117.SH,2019-02-28,302.8862,302.8862,16.0215,1.0247
601117.SH,2019-01-31,267.3686,267.3686,14.1428,0.9045
601117.SH,2018-12-31,264.4088,264.4088,13.9862,0.8945
601117.SH,2018-11-30,279.2078,279.2078,14.769,0.9446
601117.SH,2018-10-31,287.5939,287.5939,15.2126,0.9729
601117.SH,2018-09-30,329.0311,329.0311,18.3393,1.1348
601117.SH,2018-08-31,328.0445,328.0445,18.2843,1.1314
601117.SH,2018-07-31,348.2698,348.2698,21.144,1.2312
601117.SH,2018-06-30,331.9909,331.9909,20.1556,1.1737
601117.SH,2018-05-31,367.5085,367.5085,22.312,1.2781
601117.SH,2018-04-30,360.109,360.109,21.8627,1.2523
601117.SH,2018-03-31,363.5621,363.5621,22.4373,1.2881
601117.SH,2018-02-28,330.511,330.511,20.3976,1.171
601117.SH,2018-01-31,370.9616,370.9616,22.894,1.3143
601117.SH,2017-12-31,332.9775,332.9775,20.5498,1.1797
601117.SH,2017-11-30,309.7924,309.7924,19.1189,1.0976
601117.SH,2017-10-31,331.0043,331.0043,20.428,1.1727
601117.SH,2017-09-30,334.9507,334.9507,18.8754,1.2057
601117.SH,2017-08-31,365.042,365.042,20.5711,1.314
601117.SH,2017-07-31,385.2673,385.2673,22.685,1.4146
601117.SH,2017-06-30,344.8167,344.8167,20.3032,1.2418
601117.SH,2017-05-31,319.1651,319.1651,18.7928,1.1494
601117.SH,2017-04-30,368.4951,368.4951,21.6975,1.327
601117.SH,2017-03-31,431.6375,431.6375,17.9732,1.5896
601117.SH,2017-02-28,397.1065,397.1065,16.5353,1.4624
601117.SH,2017-01-31,332.9775,332.9775,13.865,1.2262
601117.SH,2016-12-31,333.9641,333.9641,13.9061,1.2299
601117.SH,2016-11-30,327.5512,327.5512,13.6391,1.2063
601117.SH,2016-10-31,294.5001,294.5001,12.2629,1.0845
601117.SH,2016-09-30,273.7815,273.7815,10.73,1.0313
601117.SH,2016-08-31,281.6743,281.6743,11.0393,1.061
601117.SH,2016-07-31,279.2078,279.2078,10.3729,1.0705
601117.SH,2016-06-30,272.7949,272.7949,10.1346,1.029
601117.SH,2016-05-31,269.8351,269.8351,10.0247,1.0178
601117.SH,2016-04-30,273.7815,273.7815,10.1713,1.0327
601117.SH,2016-03-31,290.0604,290.0604,11.7105,1.1531
601117.SH,2016-02-29,258.9825,258.9825,10.4558,1.0296
601117.SH,2016-01-31,267.8619,267.8619,10.8143,1.0649
601158.SH,2020-12-31,245.76,245.76,14.2128,1.6105
601158.SH,2020-11-30,258.24,258.24,14.9345,1.6923
601158.SH,2020-10-31,250.56,250.56,14.4904,1.6419
601158.SH,2020-09-30,249.6,249.6,15.4643,1.7197
601158.SH,2020-08-31,258.24,258.24,15.9996,1.7792
601158.SH,2020-07-31,254.4,254.4,15.9492,1.8118
601158.SH,2020-06-30,239.52,239.52,15.0163,1.7058
601158.SH,2020-05-31,251.52,251.52,15.7686,1.6466
601158.SH,2020-04-30,253.92,253.92,15.9191,1.6623
601158.SH,2020-03-31,250.08,250.08,16.992,1.6957
601158.SH,2020-02-29,253.92,253.92,17.253,1.7218
601158.SH,2020-01-31,264.96,264.96,18.0031,1.7966
601158.SH,2019-12-31,268.8,268.8,18.264,1.8227
601158.SH,2019-11-30,264,264,17.9379,1.7901
601158.SH,2019-10-31,280.32,280.32,19.0467,1.9008
601158.SH,2019-09-30,268.8,268.8,18.3074,1.9048
601158.SH,2019-08-31,267.36,267.36,18.2093,1.8946
601158.SH,2019-07-31,265.44,265.44,18.416,1.9512
601158.SH,2019-06-30,268.8,268.8,18.6492,1.9759
601158.SH,2019-05-31,281.28,281.28,19.515,1.8817
601158.SH,2019-04-30,280.32,280.32,19.4484,1.8753
601158.SH,2019-03-31,294.72,294.72,20.7327,2.084
601158.SH,2019-02-28,291.36,291.36,14.8655,2.0632
601158.SH,2019-01-31,269.28,269.28,13.739,1.9068
601158.SH,2018-12-31,266.88,266.88,13.6165,1.8898
601158.SH,2018-11-30,264.48,264.48,13.4941,1.8728
601158.SH,2018-10-31,256.8,256.8,13.1022,1.8184
601158.SH,2018-09-30,271.68,271.68,14.7739,2.0087
601158.SH,2018-08-31,258.72,258.72,14.0691,1.9129
601158.SH,2018-07-31,272.16,272.16,14.9004,2.0847
601158.SH,2018-06-30,260.16,260.16,14.2434,1.9928
601158.SH,2018-05-31,302.88,302.88,16.5823,2.0895
601158.SH,2018-04-30,309.6,309.6,16.9502,2.1359
601158.SH,2018-03-31,319.2,319.2,15.4433,2.2516
601158.SH,2018-02-28,308.64,308.64,23.5784,2.2667
601158.SH,2018-01-31,315.84,315.84,24.1285,2.3196
601158.SH,2017-12-31,310.08,310.08,23.6884,2.2773
601158.SH,2017-11-30,309.6,309.6,23.6518,2.2737
601158.SH,2017-10-31,327.84,327.84,25.0452,2.4077
601158.SH,2017-09-30,330.24,330.24,24.7287,2.512
601158.SH,2017-08-31,339.36,339.36,25.4116,2.5813
601158.SH,2017-07-31,342.72,342.72,25.9086,2.7061
601158.SH,2017-06-30,343.2,343.2,25.9448,2.7099
601158.SH,2017-05-31,364.32,364.32,27.5415,2.6006
601158.SH,2017-04-30,358.08,358.08,27.0697,2.5561
601158.SH,2017-03-31,372,372,34.8283,2.7734
601158.SH,2017-02-28,399.36,399.36,27.4628,2.9359
601158.SH,2017-01-31,376.32,376.32,25.8784,2.7666
601158.SH,2016-12-31,356.64,356.64,24.5251,2.6219
601158.SH,2016-11-30,378.24,378.24,26.0104,2.7807
601158.SH,2016-10-31,374.88,374.88,25.7794,2.756
601158.SH,2016-09-30,343.2,343.2,23.9747,2.6196
601158.SH,2016-08-31,362.4,362.4,25.3159,2.7661
601158.SH,2016-07-31,338.4,338.4,22.0216,2.6753
601158.SH,2016-06-30,308.64,308.64,20.085,2.44
601158.SH,2016-05-31,326.88,326.88,21.2719,2.3522
601158.SH,2016-04-30,332.16,332.16,21.6155,2.3902
601158.SH,2016-03-31,372.48,372.48,24.0067,2.7399
601158.SH,2016-02-29,317.28,317.28,23.1146,2.3684
601158.SH,2016-01-31,314.4,314.4,22.9047,2.3469
601118.SH,2020-12-31,206.2684,206.2684,-444.6756,2.143
601118.SH,2020-11-30,225.0979,225.0979,-485.2684,2.3386
601118.SH,2020-10-31,225.0979,225.0979,-485.2684,2.3386
601118.SH,2020-09-30,213.1155,213.1155,-142.753,2.2417
601118.SH,2020-08-31,231.517,231.517,-155.0791,2.4352
601118.SH,2020-07-31,229.3773,229.3773,-610.2953,2.3989
601118.SH,2020-06-30,207.9802,207.9802,-553.3648,2.1751
601118.SH,2020-05-31,240.0759,240.0759,-638.7606,2.5068
601118.SH,2020-04-30,216.1111,216.1111,-574.9984,2.2566
601118.SH,2020-03-31,228.5214,228.5214,-176.1992,2.3559
601118.SH,2020-02-29,179.308,179.308,-138.2536,1.8486
601118.SH,2020-01-31,204.5566,204.5566,-157.7213,2.1089
601118.SH,2019-12-31,210.5478,210.5478,-162.3408,2.1706
601118.SH,2019-11-30,196.4257,196.4257,-151.4521,2.025
601118.SH,2019-10-31,196.4257,196.4257,-151.4521,2.025
601118.SH,2019-09-30,192.1463,192.1463,27.6485,1.9839
601118.SH,2019-08-31,195.5699,195.5699,28.1411,2.0192
601118.SH,2019-07-31,214.8273,214.8273,43.0963,2.197
601118.SH,2019-06-30,220.3905,220.3905,44.2124,2.2539
601118.SH,2019-05-31,220.8185,220.8185,44.2982,2.2474
601118.SH,2019-04-30,222.1023,222.1023,44.5558,2.2605
601118.SH,2019-03-31,238.3641,238.3641,138.5619,2.3797
601118.SH,2019-02-28,227.2376,227.2376,132.0941,2.2686
601118.SH,2019-01-31,191.7184,191.7184,111.4466,1.914
601118.SH,2018-12-31,192.1463,192.1463,111.6953,1.9182
601118.SH,2018-11-30,210.1199,210.1199,122.1435,2.0977
601118.SH,2018-10-31,283.2981,283.2981,164.6822,2.8282
601118.SH,2018-09-30,283.2981,283.2981,-53.9315,3.0839
601118.SH,2018-08-31,283.2981,283.2981,-53.9315,3.0839
601118.SH,2018-07-31,283.2981,283.2981,-53.3512,3.0381
601118.SH,2018-06-30,283.2981,283.2981,-53.3512,3.0381
601118.SH,2018-05-31,283.2981,283.2981,-53.3512,3.0381
601118.SH,2018-04-30,231.945,231.945,-43.6803,2.4873
601118.SH,2018-03-31,266.1804,266.1804,75.4795,2.7812
601118.SH,2018-02-28,249.9186,249.9186,70.8682,2.6113
601118.SH,2018-01-31,229.9735,229.9735,65.2125,2.857
601118.SH,2017-12-31,218.18,218.18,61.8682,2.7105
601118.SH,2017-11-30,221.7181,221.7181,62.8715,2.7545
601118.SH,2017-10-31,243.7326,243.7326,69.1141,3.028
601118.SH,2017-09-30,252.7743,252.7743,164.3446,3.1954
601118.SH,2017-08-31,260.2436,260.2436,169.2009,3.2898
601118.SH,2017-07-31,246.4845,246.4845,151.8696,3.0623
601118.SH,2017-06-30,223.2905,223.2905,137.5789,2.7741
601118.SH,2017-05-31,208.3521,208.3521,128.3746,2.5885
601118.SH,2017-04-30,225.6492,225.6492,139.0322,2.8034
601118.SH,2017-03-31,271.2508,271.2508,-34.6344,3.5194
601118.SH,2017-02-28,287.3686,287.3686,-36.6924,3.7285
601118.SH,2017-01-31,300.7346,300.7346,-38.399,3.902
601118.SH,2016-12-31,273.6095,273.6095,-34.9356,3.55
601118.SH,2016-11-30,286.5824,286.5824,-36.592,3.7183
601118.SH,2016-10-31,248.45,248.45,-31.7231,3.2236
601118.SH,2016-09-30,231.9391,231.9391,-25.9502,2.9877
601118.SH,2016-08-31,239.4084,239.4084,-26.7859,3.0839
601118.SH,2016-07-31,228.4011,228.4011,-23.63,2.8942
601118.SH,2016-06-30,219.7525,219.7525,-22.7352,2.7846
601118.SH,2016-05-31,217.3938,217.3938,-22.4912,2.7547
601118.SH,2016-04-30,237.4428,237.4428,-24.5654,3.0088
601118.SH,2016-03-31,235.4772,235.4772,-50.1803,2.7725
601118.SH,2016-02-29,189.0894,189.0894,-40.295,2.2263
601118.SH,2016-01-31,198.9173,198.9173,-42.3893,2.342
601166.SH,2020-12-31,4335.5736,4093.7028,6.9002,0.846
601166.SH,2020-11-30,4366.7349,4123.1257,6.9497,0.8521
601166.SH,2020-10-31,3697.806,3491.5146,5.8851,0.7216
601166.SH,2020-09-30,3350.877,3163.9399,5.3546,0.6733
601166.SH,2020-08-31,3357.1092,3169.8245,5.3646,0.6746
601166.SH,2020-07-31,3253.2383,3071.7482,4.8415,0.6619
601166.SH,2020-06-30,3278.1673,3095.2865,4.8786,0.6462
601166.SH,2020-05-31,3344.6447,3158.0553,4.9775,0.6593
601166.SH,2020-04-30,3452.6705,3260.0546,5.1383,0.6806
601166.SH,2020-03-31,3305.1737,3031.2268,5.0179,0.6804
601166.SH,2020-02-29,3591.8576,3294.149,5.4531,0.7394
601166.SH,2020-01-31,3861.9221,3541.8294,5.8631,0.795
601166.SH,2019-12-31,4113.2898,3772.3627,6.3351,0.8664
601166.SH,2019-11-30,3924.2446,3598.9864,6.0439,0.8266
601166.SH,2019-10-31,3888.9285,3566.5974,5.9895,0.8191
601166.SH,2019-09-30,3641.7156,3339.8746,5.795,0.8015
601166.SH,2019-08-31,3566.9286,3271.2862,5.676,0.785
601166.SH,2019-07-31,3974.1027,3644.712,6.3461,0.8992
601166.SH,2019-06-30,3799.5995,3484.6724,6.0674,0.8597
601166.SH,2019-05-31,3650.0253,3347.4956,5.8286,0.7999
601166.SH,2019-04-30,4138.2188,3795.2255,6.6081,0.9069
601166.SH,2019-03-31,3774.6705,3461.8096,6.2295,0.8573
601166.SH,2019-02-28,3710.2705,3402.7473,6.1233,0.8427
601166.SH,2019-01-31,3406.9673,3124.5832,5.6227,0.7738
601166.SH,2018-12-31,3103.6641,2846.4191,5.1172,0.7243
601166.SH,2018-11-30,3311.406,3036.9425,5.4597,0.7728
601166.SH,2018-10-31,3348.7995,3071.2367,5.5213,0.7815
601166.SH,2018-09-30,3313.4834,3038.8477,5.5918,0.8096
601166.SH,2018-08-31,3132.748,2873.0924,5.2868,0.7654
601166.SH,2018-07-31,3209.6125,2943.586,5.5309,0.8093
601166.SH,2018-06-30,2991.4835,2743.5365,5.155,0.7543
601166.SH,2018-05-31,3309.3286,3035.0372,5.7027,0.807
601166.SH,2018-04-30,3346.7221,3069.3315,5.7671,0.8161
601166.SH,2018-03-31,3467.2124,3179.835,6.0435,0.8862
601166.SH,2018-02-28,3710.2705,3402.7473,6.4672,0.9483
601166.SH,2018-01-31,3880.6188,3558.9765,6.7641,0.9919
601166.SH,2017-12-31,3529.535,3236.992,6.1903,0.9228
601166.SH,2017-11-30,3633.406,3332.2537,6.3725,0.9499
601166.SH,2017-10-31,3623.0189,3322.7275,6.3543,0.9472
601166.SH,2017-09-30,3591.8576,3294.149,6.4129,0.9785
601166.SH,2017-08-31,3666.6447,3362.7374,6.5464,0.9988
601166.SH,2017-07-31,3689.4963,3383.695,6.7113,1.046
601166.SH,2017-06-30,3502.5286,3212.224,6.3712,0.993
601166.SH,2017-05-31,3438.1286,3153.1617,6.2541,0.9409
601166.SH,2017-04-30,3211.6899,2945.4913,5.8422,0.9337
601166.SH,2017-03-31,3088.3838,3088.3838,5.8307,0.971
601166.SH,2017-02-28,3191.2664,3191.2664,6.0249,1.0033
601166.SH,2017-01-31,3252.2339,3252.2339,6.14,1.0225
601166.SH,2016-12-31,3075.0472,3075.0472,5.8055,0.9668
601166.SH,2016-11-30,3208.4135,3208.4135,6.0573,1.0087
601166.SH,2016-10-31,3107.4361,3107.4361,5.8666,0.9769
601166.SH,2016-09-30,3042.6582,3042.6582,5.8621,1.0059
601166.SH,2016-08-31,3061.7105,3061.7105,5.8988,1.0122
601166.SH,2016-07-31,2945.4913,2945.4913,5.7623,1.0077
601166.SH,2016-06-30,2903.5761,2903.5761,5.6803,0.9933
601166.SH,2016-05-31,3086.4786,3086.4786,6.0381,1.0155
601166.SH,2016-04-30,3071.2367,3071.2367,6.0082,1.0105
601166.SH,2016-03-31,2958.8279,2958.8279,5.8874,1.0267
601166.SH,2016-02-29,2701.6214,2701.6214,5.3756,0.9375
601166.SH,2016-01-31,2754.9679,2754.9679,5.4818,0.956
601169.SH,2020-12-31,1023.3204,1023.3204,5.1353,0.5222
601169.SH,2020-11-30,1031.7776,890.5029,5.1778,0.5266
601169.SH,2020-10-31,987.3774,852.1821,4.955,0.5039
601169.SH,2020-09-30,989.4917,854.0069,4.9263,0.5849
601169.SH,2020-08-31,1029.6633,888.6781,5.1263,0.6086
601169.SH,2020-07-31,1021.2061,881.3789,4.69,0.5358
601169.SH,2020-06-30,1036.0062,894.1525,4.758,0.5257
601169.SH,2020-05-31,1031.7776,890.5029,4.7386,0.5236
601169.SH,2020-04-30,1052.9206,908.7509,4.8357,0.5343
601169.SH,2020-03-31,1021.2061,881.3789,4.7586,0.55
601169.SH,2020-02-29,1080.4065,932.4734,5.0345,0.5819
601169.SH,2020-01-31,1145.9497,989.0422,5.3399,0.6172
601169.SH,2019-12-31,1200.9215,1036.487,5.5961,0.6468
601169.SH,2019-11-30,1175.5499,1014.5894,5.4779,0.6331
601169.SH,2019-10-31,1171.3213,1010.9398,5.4582,0.6308
601169.SH,2019-09-30,1133.264,978.0934,5.3921,0.6518
601169.SH,2019-08-31,1110.0067,958.0206,5.2815,0.6385
601169.SH,2019-07-31,1190.35,1027.363,5.7922,0.685
601169.SH,2019-06-30,1249.5504,1078.4574,6.0802,0.6949
601169.SH,2019-05-31,1226.2931,1058.3846,5.9671,0.682
601169.SH,2019-04-30,1346.8081,1162.3983,6.5535,0.749
601169.SH,2019-03-31,1310.865,1131.3767,6.6059,0.7727
601169.SH,2019-02-28,1357.3796,1171.5223,6.8403,0.8001
601169.SH,2019-01-31,1262.2362,1089.4062,6.3608,0.7441
601169.SH,2018-12-31,1186.1214,1023.7134,5.9772,0.6992
601169.SH,2018-11-30,1253.779,1082.107,6.3182,0.7391
601169.SH,2018-10-31,1285.4934,1109.4791,6.478,0.7578
601169.SH,2018-09-30,1291.8363,1114.9535,6.6221,0.8146
601169.SH,2018-08-31,1232.636,1063.859,6.3186,0.7773
601169.SH,2018-07-31,1258.0076,1085.7566,6.5958,0.7961
601169.SH,2018-06-30,1274.922,1100.3551,6.6844,0.779
601169.SH,2018-05-31,1399.6656,1208.0183,7.3385,0.8552
601169.SH,2018-04-30,1437.7229,1240.8647,7.538,0.8784
601169.SH,2018-03-31,1454.6373,1255.4631,7.9216,0.9385
601169.SH,2018-02-28,1545.5522,1333.9296,8.4167,0.9972
601169.SH,2018-01-31,1587.8381,1370.4256,8.6469,1.0244
601169.SH,2017-12-31,1511.7234,1304.7328,8.2324,0.9753
601169.SH,2017-11-30,1354.0024,1354.0024,7.3735,1.0071
601169.SH,2017-10-31,1339.404,1339.404,7.294,0.9962
601169.SH,2017-09-30,1361.3016,1361.3016,7.4551,1.0462
601169.SH,2017-08-31,1394.148,1394.148,7.635,1.0715
601169.SH,2017-07-31,1423.3448,1423.3448,7.9198,1.1028
601169.SH,2017-06-30,1394.4522,1394.4522,7.759,1.0804
601169.SH,2017-05-31,1359.4768,1359.4768,7.5644,1.0533
601169.SH,2017-04-30,1367.0801,1367.0801,7.6067,1.0592
601169.SH,2017-03-31,1461.3615,1461.3615,8.2759,1.1832
601169.SH,2017-02-28,1529.7916,1529.7916,8.6634,1.2386
601169.SH,2017-01-31,1534.3536,1534.3536,8.6893,1.2423
601169.SH,2016-12-31,1484.1715,1484.1715,8.4051,1.2017
601169.SH,2016-11-30,1538.9156,1538.9156,8.7151,1.246
601169.SH,2016-10-31,1417.2622,1417.2622,8.0262,1.1475
601169.SH,2016-09-30,1383.8075,1383.8075,7.942,1.196
601169.SH,2016-08-31,1365.5595,1365.5595,7.8372,1.2013
601169.SH,2016-07-31,1277.3608,1277.3608,7.4577,1.1237
601169.SH,2016-06-30,1314.1102,1314.1102,7.6723,1.1247
