code,report_date,revenue,ocf,roe,net_profit,total_assets,total_liabilities
601600.SH,Q3 FY2019,507.6851,50.2392,0.1931,2.9027,2070.9642,1373.9104
601600.SH,Q4 FY2019,443.6555,44.7188,0.0791,0.2779,2030.7066,1323.456
601600.SH,Q1 FY2020,396.6613,19.8484,0.0562,1.3378,2078.5903,1370.3096
601600.SH,Q2 FY2020,444.4263,40.2679,0.0091,0.9607,2027.1928,1316.909
601600.SH,Q3 FY2020,490.4577,33.2518,0.756,7.1948,1955.7684,1236.5377
601600.SH,Q4 FY2020,528.3973,55.9209,0.5272,6.237,1949.0168,1237.2997
601398.SH,Q1 FY2016,1938.89,1996.14,4.0937,749.04,22.8833,21.0092
601398.SH,Q2 FY2016,1637.81,980.18,4.0569,757.52,23.5243,21.6566
601398.SH,Q3 FY2016,1601.04,-138.29,3.8209,728.12,23.6465,21.6925
601398.SH,Q4 FY2016,1581.17,-445.82,2.8352,556.38,24.1373,22.1561
601398.SH,Q1 FY2017,1895.25,1093.06,3.7869,760.27,24.9049,22.86
601398.SH,Q2 FY2017,1726.26,2372.36,3.8118,776.6,25.514,23.4834
601398.SH,Q3 FY2017,1736.22,3702.54,3.6523,753.99,25.7648,23.6637
601398.SH,Q4 FY2017,1907.29,540.68,2.7535,583.65,26.087,23.946
601398.SH,Q1 FY2018,1971.98,621.6,3.6661,790.69,26.4938,24.3089
601398.SH,Q2 FY2018,1902.53,1243.72,3.7535,815.88,27.3031,25.1109
601398.SH,Q3 FY2018,1896.04,6963.7,3.5624,794.63,28.1981,25.9173
601398.SH,Q4 FY2018,1967.34,-1587.69,2.5255,586.03,27.6995,25.3547
601398.SH,Q1 FY2019,2355.01,10447.74,3.4575,826.9,29.2466,26.8176
601398.SH,Q2 FY2019,2074.14,-399.76,3.5602,860,29.9905,27.5616
601398.SH,Q3 FY2019,2040.27,3704.09,3.3061,839.98,30.4264,27.7558
601398.SH,Q4 FY2019,2082.22,-6806.86,2.2702,606.73,30.1094,27.4174
601398.SH,Q1 FY2020,2269.79,19489.37,3.1064,850.13,32.0945,29.3142
601398.SH,Q2 FY2020,2214.77,-752.04,2.3403,647.83,33.112,30.3653
601398.SH,Q3 FY2020,2172.37,1467.09,2.8854,803.77,33.4719,30.6498
601398.SH,Q4 FY2020,2169.72,-4628.26,3.0609,875.12,33.3451,30.4355
601377.SH,Q1 FY2016,17.4041,-44.7993,2.0611,5.9394,1158.1082,848.8728
601377.SH,Q2 FY2016,17.9421,-59.333,2.0014,6.8366,1132.272,814.1267
601377.SH,Q3 FY2016,23.4166,-54.88,3.012,10.2283,1162.4745,831.5222
601377.SH,Q4 FY2016,17.1278,-162.9958,0.0048,0.4321,1365.3482,1022.3677
601377.SH,Q1 FY2017,19.6463,-47.5846,2.1237,7.8664,1357.8415,1007.6407
601377.SH,Q2 FY2017,20.9212,-56.8886,1.9428,6.7621,1496.245,1151.2426
601377.SH,Q3 FY2017,21.4892,-74.648,2.0626,7.6993,1485.9301,1128.301
601377.SH,Q4 FY2017,26.1311,-36.3335,0.9065,4.0226,1530.554,1171.7711
601377.SH,Q1 FY2018,16.4256,34.6642,1.0898,5.405,1650.1519,1287.7087
601377.SH,Q2 FY2018,16.6686,45.9257,0.9613,4.4935,1641.4283,1284.9619
601377.SH,Q3 FY2018,12.68,21.2406,0.1216,1.0466,1630.7176,1270.6576
601377.SH,Q4 FY2018,19.2196,74.2399,-1.7998,-5.1912,1551.3782,1198.2999
601377.SH,Q1 FY2019,38.3472,102.2565,3.0111,11.4282,1629.9908,1262.7129
601377.SH,Q2 FY2019,32.0593,97.0804,0.9886,4.2049,1623.2209,1255.2005
601377.SH,Q3 FY2019,37.737,55.6666,1.2293,5.2719,1581.6982,1206.8483
601377.SH,Q4 FY2019,34.3519,-71.5659,0.0275,-1.752,1705.7496,1335.3127
601377.SH,Q1 FY2020,36.0984,113.4402,0.7846,2.6323,1734.2602,1360.653
601377.SH,Q2 FY2020,46.8003,-25.8704,3.8364,15.2992,1677.0486,1293.3689
601377.SH,Q3 FY2020,52.0636,-40.1048,3.8931,17.4337,1768.2172,1368.6975
601377.SH,Q4 FY2020,40.8346,29.3736,2.612,10.4738,1810.197,1401.8427
601618.SH,Q1 FY2016,425.7461,-76.1153,2.2307,15.7474,3433.3009,2706.852
601618.SH,Q2 FY2016,958.2466,-28.4937,3.9557,28.2716,3593.5296,2870.6397
601618.SH,Q3 FY2016,1412.8001,-29.4433,5.4624,37.9314,3637.1189,2905.9438
601618.SH,Q4 FY2016,2195.5758,185.5855,8.2005,59.6965,3774.916,2943.839
601618.SH,Q1 FY2017,441.8,-168.5351,1.958,16.8762,3888.0234,2992.7877
601618.SH,Q2 FY2017,1010.8549,-141.9987,3.6396,29.1786,4026.9526,3114.1168
601618.SH,Q3 FY2017,1508.0106,-140.7785,4.6943,40.4584,4083.0166,3125.5658
601618.SH,Q4 FY2017,2439.9986,184.1785,7.9208,67.1185,4145.6517,3172.4469
601618.SH,Q1 FY2018,551.9743,-128.7148,1.9947,19.5948,4217.5681,3226.3674
601618.SH,Q2 FY2018,1261.1257,-81.0659,3.5102,34.9897,4412.363,3396.3292
601618.SH,Q3 FY2018,1812.0141,-73.0572,4.5368,45.1138,4499.7749,3479.1251
601618.SH,Q4 FY2018,2895.3452,140.4997,7.6562,75.7061,4389.1584,3362.464
601618.SH,Q1 FY2019,631.0677,-139.3549,2.0835,21.4874,4504.6229,3457.9988
601618.SH,Q2 FY2019,1590.1738,-52.3203,3.7133,37.7826,4539.7536,3484.6603
601618.SH,Q3 FY2019,2280.8496,-106.3467,4.529,49.2852,4572.2053,3434.0991
601618.SH,Q4 FY2019,3386.3761,175.7793,7.2567,75.7682,4585.0621,3416.0071
601618.SH,Q1 FY2020,727.2492,-88.9356,1.961,23.7851,4793.8473,3589.2997
601618.SH,Q2 FY2020,1805.6519,14.1402,3.7612,42.7657,4887.1319,3699.7231
601618.SH,Q3 FY2020,2679.7308,11.5464,4.9011,58.9495,5003.8395,3741.9276
601618.SH,Q4 FY2020,4001.1462,280.3171,8.0291,93.8236,5063.9296,3660.3766
601607.SH,Q1 FY2016,292.7564,3.277,2.9258,11.0343,778.1008,427.5965
601607.SH,Q2 FY2016,596.9536,8.0486,5.7036,21.0016,790.3505,439.5816
601607.SH,Q3 FY2016,905.1686,13.0958,7.9939,29.5199,808.9114,449.9919
601607.SH,Q4 FY2016,1207.6466,19.4667,10.3859,38.2971,827.4272,459.0825
601607.SH,Q1 FY2017,331.2949,3.7624,3.1086,11.4081,888.6877,509.459
601607.SH,Q2 FY2017,657.7887,12.5951,6,22.0715,905.3677,526.8985
601607.SH,Q3 FY2017,990.3146,18.456,8.2798,31.2563,919.9127,530.6911
601607.SH,Q4 FY2017,1308.4718,26.4881,10.7249,40.5778,943.4448,546.6863
601607.SH,Q1 FY2018,363.861,0.9568,2.8505,11.9311,1140.2194,702.0501
601607.SH,Q2 FY2018,758.7869,10.8052,5.694,24.5515,1190.1047,749.3315
601607.SH,Q3 FY2018,1176.0158,17.3327,9.2923,39.5724,1246.9186,787.7609
601607.SH,Q4 FY2018,1590.844,31.3511,10.6266,44.5626,1268.7933,804.4606
601607.SH,Q1 FY2019,460.0673,1.5366,2.8472,13.7554,1344.66,864.8295
601607.SH,Q2 FY2019,925.7523,20.2271,5.781,27.5062,1339.1418,860.7618
601607.SH,Q3 FY2019,1406.17,29.3244,8.5037,40.4443,1356.4936,868.7649
601607.SH,Q4 FY2019,1865.658,60.2239,10.1174,48.3074,1370.264,876.4047
601607.SH,Q1 FY2020,404.484,-5.9209,2.4635,12.2776,1412.8281,898.935
601607.SH,Q2 FY2020,871.6511,37.0564,5.7765,28.8116,1479.0775,961.3679
601607.SH,Q3 FY2020,1403.2252,51.9789,8.3745,43.5781,1488.9903,954.4389
601607.SH,Q4 FY2020,1919.0916,68.4472,10.3345,56.0526,1491.8566,944.4493
601601.SH,Q1 FY2016,834.43,160,1.655,22.49,0.9442,0.8095
601601.SH,Q2 FY2016,612.63,94.09,3.0405,40.11,0.9824,0.8533
601601.SH,Q3 FY2016,685.67,165.41,2.0831,27.32,1.0029,0.8689
601601.SH,Q4 FY2016,537.41,211.87,2.4567,32.92,1.0207,0.8859
601601.SH,Q1 FY2017,1084.02,264.26,1.5122,20.4,1.0892,0.9534
601601.SH,Q2 FY2017,691.54,147.41,3.4125,46.05,1.1184,0.9841
601601.SH,Q3 FY2017,814.01,240.6,3.3053,45.07,1.1682,1.0295
601601.SH,Q4 FY2017,608.52,208.24,2.7345,38.39,1.1712,1.0301
601601.SH,Q1 FY2018,1244.38,433.13,2.688,38.32,1.2272,1.0817
601601.SH,Q2 FY2018,802.56,104.53,3.211,46.17,1.2859,1.1428
601601.SH,Q3 FY2018,851.21,197.77,3.1652,45.65,1.2902,1.1429
601601.SH,Q4 FY2018,645.48,159.06,3.6258,54.2,1.336,1.1819
601601.SH,Q1 FY2019,1331.53,463.14,3.5159,55.99,1.425,1.2583
601601.SH,Q2 FY2019,872.33,184.91,6.5949,109.27,1.4752,1.3081
601601.SH,Q3 FY2019,908.4,244.92,4.0456,68.66,1.4934,1.3184
601601.SH,Q4 FY2019,742.63,224.98,2.7689,49.62,1.5283,1.345
601601.SH,Q1 FY2020,1382.11,436.21,4.6043,85.9,1.6113,1.4204
601601.SH,Q2 FY2020,972.7,236.64,3.0576,60.01,1.6855,1.4838
601601.SH,Q3 FY2020,1064.39,145.9,2.7076,55.84,1.7351,1.5273
601601.SH,Q4 FY2020,802.62,261.88,2.3619,51.77,1.771,1.5502
601608.SH,Q1 FY2016,10.5313,-1.8324,0.0589,8.5277,210.2742,121.5655
601608.SH,Q2 FY2016,9.5749,-0.6481,0.1842,18.5559,213.7239,125.8771
601608.SH,Q3 FY2016,6.428,-0.153,-4.0577,-338.9802,209.7189,125.3336
601608.SH,Q4 FY2016,11.1797,-4.5037,-16.3274,-1253.2374,197.7427,125.5664
601608.SH,Q1 FY2017,10.9676,2.2686,-0.0326,4.3069,200.4476,128.0972
601608.SH,Q2 FY2017,11.7285,0.738,0.3306,30.4249,201.4762,128.7304
601608.SH,Q3 FY2017,10.3886,1.4277,0.0174,10.3367,211.0984,138.4175
601608.SH,Q4 FY2017,13.1211,1.2249,0.1234,20.8928,197.3847,124.2803
601608.SH,Q1 FY2018,8.9607,-1.5709,0.0151,8.422,193.2299,120.0646
601608.SH,Q2 FY2018,13.9636,1.7538,0.8689,82.0576,201.9682,128.1253
601608.SH,Q3 FY2018,12.8119,2.574,0.1016,14.5182,198.2724,124.4574
601608.SH,Q4 FY2018,16.2692,4.4854,0.4932,46.0792,196.5897,123.0576
601608.SH,Q1 FY2019,10.6365,-2.5116,0.1917,15.3771,195.7509,122.0829
601608.SH,Q2 FY2019,13.7003,2.7054,1.1309,92.8009,199.5818,125.0392
601608.SH,Q3 FY2019,12.2538,1.4949,0.0429,2.6833,202.136,127.5868
601608.SH,Q4 FY2019,15.8089,2.8192,0.2582,26.0988,207.6383,132.7463
601608.SH,Q1 FY2020,10.7946,-2.0281,0.2929,21.2376,204.2634,129.2053
601608.SH,Q2 FY2020,16.0776,4.3755,2.0425,154.5526,208.0521,131.6772
601608.SH,Q3 FY2020,16.2298,0.2334,0.4548,30.4527,215.8248,139.0002
601608.SH,Q4 FY2020,20.0802,3.4711,-0.0973,-6.0635,201.9622,125.6001
601633.SH,Q1 FY2016,208.4441,-1.6569,6.0589,23.9733,703.9321,295.7247
601633.SH,Q2 FY2016,207.5651,45.4139,6.1423,25.3093,717.0912,300.5029
601633.SH,Q3 FY2016,217.4376,22.1842,5.3404,22.8427,759.2209,319.6382
601633.SH,Q4 FY2016,350.9899,22.4129,7.3308,33.4143,923.0916,449.5552
601633.SH,Q1 FY2017,231.9867,-53.7244,4.0468,19.5875,898.3688,404.6536
601633.SH,Q2 FY2017,177.9414,137.1134,0.9707,4.702,830.6667,364.8352
601633.SH,Q3 FY2017,219.9917,-12.432,0.9837,4.644,893.1119,422.8078
601633.SH,Q4 FY2017,374.9964,-81.7237,4.4703,21.5004,1105.4707,612.8911
601633.SH,Q1 FY2018,262.2877,-15.7813,4.1486,20.8696,1095.1442,581.9657
601633.SH,Q2 FY2018,217.2905,157.2386,3.1559,16.2958,1041.9397,529.0103
601633.SH,Q3 FY2018,175.5525,23.1295,0.4505,2.4226,1066.6494,552.0234
601633.SH,Q4 FY2018,322.8678,32.3915,2.467,12.8885,1118.0041,591.1182
601633.SH,Q1 FY2019,220.8545,-17.3574,1.46,7.9302,1114.8011,578.9106
601633.SH,Q2 FY2019,182.3148,78.4836,1.4185,7.58,928.3403,413.5713
601633.SH,Q3 FY2019,211.8343,37.9358,2.6808,14.0028,988.609,458.6929
601633.SH,Q4 FY2019,336.0772,40.6611,2.9415,15.7943,1130.9641,586.9718
601633.SH,Q1 FY2020,123.8178,5.2458,-1.2049,-6.5014,1048.0476,512.876
601633.SH,Q2 FY2020,235.4741,89.9197,3.364,17.9629,1193.6322,660.8683
601633.SH,Q3 FY2020,262.1427,-97.7621,2.6732,14.4107,1274.0766,728.675
601633.SH,Q4 FY2020,411.6415,54.409,4.9611,27.7528,1540.1149,966.6964
601669.SH,Q1 FY2016,488.3101,-15.3534,2.8719,17.1099,4230.17,3481.7356
601669.SH,Q2 FY2016,566.7505,27.4163,3.1617,22.2393,4435.852,3652.6342
601669.SH,Q3 FY2016,587.3434,49.259,3.19,19.1998,4751.0082,3938.8321
601669.SH,Q4 FY2016,744.555,228.0497,2.3302,17.3126,5002.7808,4145.2933
601669.SH,Q1 FY2017,530.6267,-100.2272,2.7284,19.2827,5158.3375,4271.9026
601669.SH,Q2 FY2017,670.0004,-36.3636,2.8483,20.8604,5535.8274,4462.8852
601669.SH,Q3 FY2017,661.0971,37.1021,2.5708,21.086,5828.1882,4725.2678
601669.SH,Q4 FY2017,799.1802,155.1852,2.1483,19.3226,5759.4508,4571.8193
601669.SH,Q1 FY2018,617.765,-142.8814,2.41,22.7866,6063.2071,4833.1174
601669.SH,Q2 FY2018,648.2702,8.406,2.6459,26.3945,6431.3577,5165.4798
601669.SH,Q3 FY2018,688.5809,54.4232,2.4161,22.7045,6778.7054,5473.7997
601669.SH,Q4 FY2018,992.1633,271.8863,1.9366,27.3507,7132.5314,5703.8198
601669.SH,Q1 FY2019,701.1836,-79.7817,2.2514,26.1368,7517.6303,6060.3269
601669.SH,Q2 FY2019,771.6588,-27.3639,2.2713,28.0252,7825.4414,6301.4291
601669.SH,Q3 FY2019,837.1424,-13.5445,2.0845,25.674,8118.7472,6527.7752
601669.SH,Q4 FY2019,1167.1422,212.8983,1.4423,26.1783,8132.2762,6197.5656
601669.SH,Q1 FY2020,651.0871,-90.8585,1.5475,20.7371,8395.5438,6394.5164
601669.SH,Q2 FY2020,953.6941,-16.6652,2.0028,32.5626,8763.2895,6738.0534
601669.SH,Q3 FY2020,971.3744,117.7098,1.7969,35.025,9050.2029,6956.1585
601669.SH,Q4 FY2020,1435.6509,419.4474,1.8941,39.0335,8865.4344,6626.341
601628.SH,Q1 FY2016,2199.81,3.54,1.6486,53.64,2.5437,2.2253
601628.SH,Q2 FY2016,1206.83,-135.34,1.6661,52.83,2.589,2.2823
601628.SH,Q3 FY2016,1157.84,249.08,1.024,32.74,2.6812,2.3682
601628.SH,Q4 FY2016,933.23,773.7,1.828,56.64,2.697,2.3893
601628.SH,Q1 FY2017,2717.28,1059.81,2.0072,62.83,2.8057,2.4925
601628.SH,Q2 FY2017,1296.96,369.11,1.9729,62.09,2.8751,2.5624
601628.SH,Q3 FY2017,1462.28,368.97,4.6193,147.25,2.8685,2.5415
601628.SH,Q4 FY2017,1055.43,212.01,1.6864,55.35,2.8976,2.5723
601628.SH,Q1 FY2018,2648.92,227.82,4.1196,136.59,2.9863,2.6465
601628.SH,Q2 FY2018,1422.8,213.9,0.8825,30.44,3.0432,2.7157
601628.SH,Q3 FY2018,1337.95,322.61,1.0548,36.05,3.1165,2.7813
601628.SH,Q4 FY2018,1021.34,711.19,-2.6124,-83.72,3.2544,2.9311
601628.SH,Q1 FY2019,3122.26,1117.65,7.6265,261.96,3.3733,3.0038
601628.SH,Q2 FY2019,1450.07,385.25,3.1564,117.33,3.4799,3.1063
601628.SH,Q3 FY2019,1667.91,570.9,5.3099,203.29,3.6091,3.2149
601628.SH,Q4 FY2019,1211.41,786.52,0.1476,7.56,3.7267,3.3174
601628.SH,Q1 FY2020,3377.72,1253.09,4.1811,173.22,3.8747,3.4552
601628.SH,Q2 FY2020,1759.63,574.83,3.2412,137.4,3.966,3.5439
601628.SH,Q3 FY2020,1778.36,561.26,3.97,168.59,4.0597,3.6356
601628.SH,Q4 FY2020,1333.9,651.06,0.7354,34.64,4.2524,3.7955
601668.SH,Q1 FY2016,2140.635,-376.6415,3.7233,82.8853,1.0828,0.8355
601668.SH,Q2 FY2016,4696.948,71.7085,9.3582,214.4876,1.1541,0.9029
601668.SH,Q3 FY2016,6702.0069,234.2008,13.9832,327.6018,1.3431,1.0563
601668.SH,Q4 FY2016,9597.6549,1070.4786,16.6654,411.7224,1.392,1.101
601668.SH,Q1 FY2017,2348.2734,-667.9236,3.6496,91.3875,1.3748,1.0741
601668.SH,Q2 FY2017,5252.5469,-587.2634,9.2487,254.5426,1.4739,1.168
601668.SH,Q3 FY2017,7708.9943,-752.545,12.9655,346.7378,1.5271,1.2122
601668.SH,Q4 FY2017,10541.065,-434.5693,16.2577,466.4902,1.551,1.2093
601668.SH,Q1 FY2018,2701.607,-892.5088,3.6784,105.1481,1.6205,1.2577
601668.SH,Q2 FY2018,5889.2677,-616.0777,8.6326,275.4398,1.7746,1.3981
601668.SH,Q3 FY2018,8405.101,-649.57,12.0714,378.2643,1.8198,1.4309
601668.SH,Q4 FY2018,11993.2453,103.1129,16.6732,553.502,1.8618,1.4326
601668.SH,Q1 FY2019,2975.7677,-981.167,3.5596,118.8635,1.9309,1.4878
601668.SH,Q2 FY2019,6854.1932,-828.967,8.1285,321.4636,1.9339,1.4801
601668.SH,Q3 FY2019,9735.9912,-1066.7466,11.7871,440.5369,1.9446,1.4784
601668.SH,Q4 FY2019,14198.3659,-342.2008,16.0724,632.0524,2.0345,1.5326
601668.SH,Q1 FY2020,2638.3062,-909.7637,2.8032,100.9509,2.0732,1.5794
601668.SH,Q2 FY2020,7281.8777,-706.4521,7.1499,329.348,2.1754,1.6522
601668.SH,Q3 FY2020,10761.0621,-884.1304,10.9833,470.3612,2.1998,1.6518
601668.SH,Q4 FY2020,16150.2333,202.7178,15.5619,709.5038,2.1922,1.6151
601699.SH,Q1 FY2016,24.6507,7.9128,0.1182,-0.2903,513.2563,335.2527
601699.SH,Q2 FY2016,50.7585,1.658,0.288,-0.2795,500.6847,323.395
601699.SH,Q3 FY2016,79.9547,5.9403,0.5028,-0.3236,543.3995,364.8692
601699.SH,Q4 FY2016,142.2937,11.3358,4.7509,7.1,578.2358,398.4422
601699.SH,Q1 FY2017,45.0273,12.3696,2.7245,4.6413,585.0376,398.0339
601699.SH,Q2 FY2017,101.2582,43.2433,6.0119,10.7811,602.1858,409.1662
601699.SH,Q3 FY2017,169.5647,46.1794,9.7734,18.2412,624.0763,422.0297
601699.SH,Q4 FY2017,235.4356,23.7319,14.1107,24.6595,664.7388,461.3662
601699.SH,Q1 FY2018,51.434,5.4359,3.2903,6.939,646.2265,431.445
601699.SH,Q2 FY2018,108.6158,6.8369,6.3821,13.2473,637.354,420.3998
601699.SH,Q3 FY2018,173.1988,47.6181,9.933,21.0819,643.1007,413.5222
601699.SH,Q4 FY2018,251.3958,93.4034,11.8314,19.4137,652.6556,427.9274
601699.SH,Q1 FY2019,56.1954,10.0771,3.5437,8.4338,642.9537,404.7998
601699.SH,Q2 FY2019,112.6383,34.1176,6.1036,15.1012,642.8257,403.0377
601699.SH,Q3 FY2019,174.0976,46.2745,8.4369,21.4507,674.1379,425.2791
601699.SH,Q4 FY2019,267.9116,44.5997,9.7361,22.9737,742.6103,507.8005
601699.SH,Q1 FY2020,55.601,-6.6401,2.7241,6.3107,740.1275,494.6373
601699.SH,Q2 FY2020,117.8228,-6.2274,4.5689,11.1111,743.3418,496.2063
601699.SH,Q3 FY2020,180.6577,1.8109,5.2826,12.5187,758.1115,507.5179
601699.SH,Q4 FY2020,259.7244,22.8183,7.4135,18.8349,774.0385,517.0982
601688.SH,Q1 FY2016,33.8945,167.0455,1.5447,12.9916,4217.754,3403.6421
601688.SH,Q2 FY2016,39.6632,-114.7968,2.0009,16.4439,4026.7932,3229.4196
601688.SH,Q3 FY2016,48.6025,-45.6877,2.446,20.1037,3878.4788,3046.8268
601688.SH,Q4 FY2016,47.01,-160.1183,1.7539,15.6556,4014.504,3157.902
601688.SH,Q1 FY2017,37.8442,-218.7656,1.557,13.7289,3822.5497,2943.6734
601688.SH,Q2 FY2017,43.3217,-12.5178,1.9509,16.8168,3688.3001,2832.2828
601688.SH,Q3 FY2017,46.616,-239.4093,2.0177,17.7498,3746.2497,2870.2747
601688.SH,Q4 FY2017,83.3035,110.7702,5.274,45.7831,3814.8254,2928.9263
601688.SH,Q1 FY2018,42.8956,-2.4975,2.1592,19.2051,3997.6209,3095.7775
601688.SH,Q2 FY2018,39.2658,165.4715,1.4024,12.8597,3956.3831,3041.8728
601688.SH,Q3 FY2018,43.0311,100.0719,1.345,13.8648,3811.2511,2735.4041
601688.SH,Q4 FY2018,35.8902,-43.1381,0.5275,5.6792,3686.6587,2639.1627
601688.SH,Q1 FY2019,62.4777,304.8669,2.647,28.0478,4455.8116,3375.7585
601688.SH,Q2 FY2019,48.5895,-96.8143,1.1433,12.9532,4930.1304,3748.1024
601688.SH,Q3 FY2019,66.4318,-118.6017,2.0136,23.8804,5104.5015,3873.9921
601688.SH,Q4 FY2019,71.1311,114.954,2.1122,25.6907,5621.8064,4365.2593
601688.SH,Q1 FY2020,68.6466,136.7763,2.332,29.0991,5992.3348,4708.8872
601688.SH,Q2 FY2020,86.7596,97.7261,2.8112,35.333,5941.6422,4658.7096
601688.SH,Q3 FY2020,87.95,-165.2328,1.9306,24.9858,6921.3093,5617.7722
601688.SH,Q4 FY2020,71.0892,191.3583,1.5486,19.2866,7167.5123,5844.392
601718.SH,Q1 FY2016,55.632,-10.3106,1.5506,202.9544,255.198,122.3249
601718.SH,Q2 FY2016,63.1729,1.3785,2.594,347.0254,260.96,126.182
601718.SH,Q3 FY2016,66.8893,0.2289,1.7005,236.2607,258.8604,119.951
601718.SH,Q4 FY2016,85.8591,19.9611,3.2893,418.2242,269.1102,127.5768
601718.SH,Q1 FY2017,59.2475,-10.0287,1.9764,282.5171,265.3642,121.0478
601718.SH,Q2 FY2017,67.016,-6.0283,1.438,225.26,309.3959,122.6935
601718.SH,Q3 FY2017,61.43,-1.0132,0.0793,11.2931,305.6186,118.2642
601718.SH,Q4 FY2017,66.7064,-9.571,1.2127,238.3596,313.9456,123.7913
601718.SH,Q1 FY2018,53.8421,-2.6982,0.8182,156.2867,319.5864,127.8067
601718.SH,Q2 FY2018,63.2848,2.1359,0.4392,82.9524,311.538,126.43
601718.SH,Q3 FY2018,48.0797,3.701,-0.3613,-63.3422,314.2568,129.7748
601718.SH,Q4 FY2018,61.5638,1.9709,-1.3173,-254.0537,317.0998,135.9289
601718.SH,Q1 FY2019,44.548,-4.8403,0.0891,16.6948,314.7051,132.3124
601718.SH,Q2 FY2019,56.1924,2.8424,0.0119,4.5014,323.1417,141.9446
601718.SH,Q3 FY2019,49.2195,-4.8648,0.1426,30.3924,318.8588,137.437
601718.SH,Q4 FY2019,61.5753,25.7247,0.1046,3.0595,311.9742,131.0969
601718.SH,Q1 FY2020,25.9949,-3.3119,0.1467,20.8473,311.9354,130.9062
601718.SH,Q2 FY2020,45.6495,-2.8055,-0.0886,-11.5118,331.6597,152.0836
601718.SH,Q3 FY2020,30.1468,-5.3799,0.1043,22.4759,313.0426,133.1368
601718.SH,Q4 FY2020,47.746,12.9793,-4.6088,-862.1215,300.2349,128.3356
601800.SH,Q1 FY2016,825.7368,-140.3004,1.5619,23.1764,7508.3405,5794.5742
601800.SH,Q2 FY2016,1008.6561,-15.5282,3.1697,48.5939,7589.4398,5853.2497
601800.SH,Q3 FY2016,1077.8348,40.7611,2.7808,42.7252,7927.212,6117.429
601800.SH,Q4 FY2016,1405.2066,412.2965,3.4648,57.7269,8014.6308,6145.0576
601800.SH,Q1 FY2017,826.9884,-137.041,1.9408,31.6196,8165.0385,6237.8038
601800.SH,Q2 FY2017,1074.0264,116.1677,2.6476,46.4911,8579.4848,6628.2887
601800.SH,Q3 FY2017,1171.9564,71.4874,2.4525,42.8217,8837.0473,6817.8934
601800.SH,Q4 FY2017,1755.0722,376.8005,4.9904,92.2554,8502.3528,6442.9352
601800.SH,Q1 FY2018,932.5336,-158.8247,1.8826,34.0631,8530.2657,6420.833
601800.SH,Q2 FY2018,1151.2563,-171.6212,2.5973,52.1529,9048.705,6938.8462
601800.SH,Q3 FY2018,1201.6818,26.194,2.5325,47.5338,9217.9499,7029.2167
601800.SH,Q4 FY2018,1623.2496,395.2327,3.5354,69.1878,9604.7609,7207.9391
601800.SH,Q1 FY2019,1022.451,-382.85,1.9605,38.7058,9737.1528,7260.1732
601800.SH,Q2 FY2019,1380.274,-14.8155,2.2682,56.8971,10101.7262,7604.8766
601800.SH,Q3 FY2019,1344.1608,15.4171,2.2725,46.6474,10686.3926,8010.6131
601800.SH,Q4 FY2019,1801.0379,441.561,3.0517,73.948,11203.9949,8240.2018
601800.SH,Q1 FY2020,954.4327,-427.3363,1.0176,25.1029,11663.9017,8583.0469
601800.SH,Q2 FY2020,1510.049,21.6866,1.2141,39.3424,12325.5557,9253.2187
601800.SH,Q3 FY2020,1632.8736,20.6376,2.1585,53.6328,12781.5582,9633.2906
601800.SH,Q4 FY2020,2178.5067,523.5265,2.5794,75.408,13041.6859,9463.6516
601727.SH,Q1 FY2016,150.6838,-38.335,1.2546,8.8335,1582.3444,1077.9478
601727.SH,Q2 FY2016,217.9823,35.3874,1.9885,15.4708,1642.8617,1109.1405
601727.SH,Q3 FY2016,178.4514,-2.1037,1.2165,11.7845,1709.3546,1131.7287
601727.SH,Q4 FY2016,243.6662,104.5452,0.6505,7.2235,1756.3391,1179.8678
601727.SH,Q1 FY2017,130.3462,-72.996,1.0704,8.028,1763.5029,1178.5508
601727.SH,Q2 FY2017,230.7999,0.6208,1.8951,14.8329,1798.2498,1211.4829
601727.SH,Q3 FY2017,173.8251,-32.6126,0.6359,9.5752,1968.6337,1296.3696
601727.SH,Q4 FY2017,208.9624,29.7376,1.4474,14.5637,1993.4576,1286.2417
601727.SH,Q1 FY2018,184.1999,-87.2211,1.1741,11.2347,1988.749,1268.1631
601727.SH,Q2 FY2018,328.5401,-27.7567,1.9642,18.1417,2072.7329,1358.2386
601727.SH,Q3 FY2018,186.314,-27.7156,0.7115,10.3434,2097.3445,1372.0416
601727.SH,Q4 FY2018,312.5213,152.1864,1.4845,15.0665,2185.2187,1448.8525
601727.SH,Q1 FY2019,203.1282,-110.773,1.3215,11.3444,2450.8979,1672.6326
601727.SH,Q2 FY2019,321.4675,10.8447,1.8161,17.6547,2546.935,1665.9026
601727.SH,Q3 FY2019,221.1686,-55.0215,0.5944,8.352,2637.9356,1750.2059
601727.SH,Q4 FY2019,520.713,260.0013,2.0633,20.7751,2805.2359,1889.3442
601727.SH,Q1 FY2020,145.159,-118.8281,0.179,1.3698,2784.2772,1836.2054
601727.SH,Q2 FY2020,383.0305,-41.4542,2.1927,23.6141,2890.5271,1925.7381
601727.SH,Q3 FY2020,291.4758,31.6773,1.2678,9.2246,3131.1243,2117.2235
601727.SH,Q4 FY2020,545.7379,175.567,2.1533,18.4515,3154.0273,2085.5339
